epoch,train_loss,val_loss,train_acc,val_acc,train_f1,val_f1,train_precision,val_precision,train_recall,val_recall,train_auc,val_auc,learning_rate
20,0.05423677057400346,0.6811187900602818,0.9505,0.7715430861723447,0.9673590504451038,0.8492063492063492,0.9872139973082099,0.8675675675675676,0.9482870071105365,0.8316062176165803,0.9901015423999453,0.794614608647806,7.133627074020258e-05
21,0.05569546911213547,0.7021832559257746,0.9515,0.7635270541082164,0.9681235622740716,0.8455497382198953,0.9846256684491979,0.8544973544973545,0.9521654815772462,0.8367875647668394,0.9908442745411971,0.7676991150442478,6.829068475545687e-05
22,0.051275407802313565,0.6815861463546753,0.95425,0.7575150300601202,0.9699359290290783,0.8401585204755614,0.9863013698630136,0.8571428571428571,0.9541047188106012,0.8238341968911918,0.9924670836240763,0.775253335778807,6.516564125383888e-05
23,0.03781148561090231,0.682177534326911,0.96575,0.781563126252505,0.9775446648090477,0.8548601864181092,0.9916860658463585,0.8794520547945206,0.9638009049773756,0.8316062176165803,0.995326709389818,0.7898688614792059,6.197509743824264e-05
24,0.04774076171033084,0.7742207068949938,0.964,0.7615230460921844,0.9764705882352941,0.8460543337645536,0.9874421678783873,0.8449612403100775,0.9657401422107305,0.8471502590673575,0.9941134375298769,0.7734421569076987,5.873330305186492e-05
25,0.04294222711306065,0.7499802820384502,0.968,0.7575150300601202,0.9791190864600327,0.8426527958387516,0.988471673254282,0.8459530026109661,0.9699418228829993,0.8393782383419689,0.9957244742012953,0.7914737035168967,5.545473673539287e-05
26,0.03159446945274249,0.803811801597476,0.98125,0.7675350701402806,0.9878306019795554,0.8531645569620253,0.9918540241120887,0.8341584158415841,0.9838396897220426,0.8730569948186528,0.9973408619688324,0.7858682195423908,5.2154041361879886e-05
27,0.02697174154338427,0.7441266346722841,0.9805,0.7895791583166333,0.9873499837820305,0.8634590377113134,0.9908854166666666,0.8668407310704961,0.9838396897220426,0.8601036269430051,0.998042212300101,0.795359713879591,4.884595863812011e-05
28,0.016240488312905654,0.9571715369820595,0.98925,0.7715430861723447,0.9930341811112912,0.8556962025316456,0.9954530691783047,0.8366336633663366,0.9906270200387848,0.8756476683937824,0.9992091079936813,0.7733619148058142,4.554526326460713e-05
29,0.01685939835390309,0.9027687497437,0.991,0.749498997995992,0.9941766418634747,0.8353096179183136,0.9951424870466321,0.8498659517426274,0.9932126696832579,0.8212435233160622,0.9993293292864777,0.7701866202026686,4.226669694813506e-05
30,0.009280459401430562,1.1394076459109783,0.99225,0.7595190380761523,0.9949797570850203,0.8481012658227848,0.997078870496592,0.8292079207920792,0.9928894634776988,0.8678756476683938,0.9997128245083056,0.7351552111513595,3.902490256175736e-05
31,0.013247607883269666,1.0925455819815397,0.99325,0.7655310621242485,0.9956360109907871,0.8501920614596671,0.9957969608794051,0.8405063291139241,0.995475113122172,0.8601036269430051,0.9996161480384309,0.7430991792379293,3.5834358746161124e-05
32,0.008544794471061323,1.0845701731741428,0.995,0.7715430861723447,0.9967658473479948,0.8567839195979899,0.997411003236246,0.8317073170731707,0.9961215255332903,0.883419689119171,0.999830191883172,0.7552386629373193,3.270931524454311e-05
33,0.00377921296581917,1.0954409427940845,0.998,0.7675350701402806,0.9987075928917609,0.8527918781725888,0.9983850129198967,0.835820895522388,0.9990303813833226,0.8704663212435233,0.99996825016303,0.7621853363290386,2.9663729259797427e-05
34,0.006677504364342894,1.1031197663396597,0.9975,0.7675350701402806,0.9983839689722043,0.8531645569620253,0.9983839689722043,0.8341584158415841,0.9983839689722043,0.8730569948186528,0.9998184194717112,0.7611651153193636,2.6711203118259156e-05
35,0.0021916679910646054,1.1410206519067287,0.9985,0.7635270541082164,0.9990297542043984,0.8487179487179487,0.9996763754045307,0.8401015228426396,0.9983839689722043,0.8575129533678757,0.9999832332321619,0.7593883259204915,2.3864923518413056e-05
36,0.0028411542427784296,1.121979421004653,0.998,0.7535070140280561,0.9987059204141054,0.8425096030729834,0.9996761658031088,0.8329113924050633,0.997737556561086,0.8523316062176166,0.999901539831419,0.7486358842679628,2.113760263589692e-05
37,0.0005983164891295019,1.1590411998331547,0.99925,0.7675350701402806,0.9995151123323097,0.8531645569620253,0.9996766892984158,0.8341584158415841,0.9993535875888817,0.8730569948186528,0.9999992865205175,0.7570727681232519,1.854142134783928e-05
